"CUSTOMER_QUESTION_ANSWER_ID","CUSTOMER_ID","QUESTION_ANSWER_ID"
20925,925,15
20926,926,15
20927,927,14
20928,928,14
20929,929,13
20930,930,14
20931,931,15
20932,932,14
20933,933,14
20934,934,15
20935,935,14
20936,936,13
20937,937,12
20938,938,12
20939,939,12
20940,940,12
20941,941,14
20942,942,14
20943,943,12
20944,944,13
20945,945,14
20946,946,12
20947,947,12
20948,948,14
20949,949,12
20950,950,14
20951,951,15
20952,952,15
20953,953,14
20954,954,15
20955,955,15
20956,956,14
20957,957,15
20958,958,15
20959,959,14
20960,960,15
20961,961,13
20962,962,14
20963,963,15
20964,964,14
20965,965,14
20966,966,14
20967,967,13
20968,968,13
20969,969,14
20970,970,13
20971,971,14
20972,972,14
20973,973,15
20974,974,14
20975,975,14
20976,976,14
20977,977,12
20978,978,15
20979,979,14
20980,980,15
20981,981,15
20982,982,15
20983,983,15
20984,984,15
20985,985,15
20986,986,15
20987,987,14
20988,988,15
20989,989,14
20990,990,15
20991,991,14
20992,992,15
20993,993,15
20994,994,15
20995,995,15
20996,996,15
20997,997,15
20998,998,14
20999,999,15
21000,1000,15
21001,1001,15
21002,1002,15
21003,1003,15
21004,1004,14
21005,1005,15
21006,1006,15
21007,1007,13
21008,1008,15
21009,1009,14
21010,1010,14
21011,1011,15
21012,1012,15
21013,1013,14
21014,1014,15
21015,1015,13
21016,1016,14
21017,1017,14
21018,1018,14
21019,1019,14
21020,1020,12
21021,1021,11
21022,1022,11
21023,1023,11
21024,1024,15
21025,1025,14
21026,1026,11
21027,1027,15
21028,1028,15
21029,1029,15
21030,1030,12
21031,1031,11
21032,1032,12
21033,1033,14
21034,1034,13
21035,1035,15
21036,1036,14
21037,1037,15
21038,1038,15
21039,1039,15
21040,1040,13
21041,1041,15
21042,1042,15
21043,1043,14
21044,1044,14
21045,1045,14
21046,1046,14
21047,1047,14
21048,1048,15
21049,1049,15
21050,1050,13
21051,1051,15
21052,1052,14
21053,1053,14
21054,1054,12
21055,1055,15
21056,1056,14
21057,1057,11
21058,1058,12
21059,1059,15
21060,1060,12
21061,1061,12
21062,1062,12
21063,1063,12
21064,1064,13
21065,1065,15
21066,1066,15
21067,1067,15
21068,1068,15
21069,1069,13
21070,1070,14
21071,1071,14
21072,1072,14
21073,1073,15
21074,1074,15
21075,1075,15
21076,1076,15
21077,1077,13
21078,1078,14
21079,1079,15
21080,1080,15
21081,1081,15
21082,1082,15
21083,1083,15
21084,1084,13
21085,1085,11
21086,1086,14
21087,1087,15
21088,1088,13
21089,1089,13
21090,1090,15
21091,1091,13
21092,1092,14
21093,1093,14
21094,1094,13
21095,1095,15
21096,1096,15
21097,1097,14
21098,1098,14
21099,1099,14
21100,1100,11
21101,1101,14
21102,1102,15
21103,1103,15
21104,1104,14
21105,1105,15
21106,1106,15
21107,1107,15
21108,1108,15
21109,1109,14
21110,1110,15
21111,1111,14
21112,1112,14
21113,1113,15
21114,1114,15
21115,1115,15
21116,1116,15
21117,1117,15
21118,1118,15
21119,1119,15
21120,1120,13
21121,1121,14
21122,1122,13
21123,1123,14
21124,1124,13
21125,1125,14
21126,1126,14
21127,1127,15
21128,1128,13
21129,1129,14
21130,1130,14
21131,1131,12
21132,1132,13
21133,1133,14
21134,1134,14
21135,1135,12
21136,1136,14
21137,1137,14
21138,1138,14
21139,1139,14
21140,1140,15
21141,1141,15
21142,1142,13
21143,1143,15
21144,1144,13
21145,1145,15
21146,1146,15
21147,1147,15
21148,1148,14
21149,1149,15
21150,1150,15
21151,1151,15
21152,1152,15
21153,1153,14
21154,1154,14
21155,1155,15
21156,1156,14
21157,1157,15
21158,1158,14
21159,1159,13
21160,1160,15
21161,1161,15
21162,1162,14
21163,1163,13
21164,1164,14
21165,1165,14
21166,1166,14
21167,1167,11
21168,1168,12
21169,1169,14
21170,1170,14
21171,1171,15
21172,1172,14
21173,1173,14
21174,1174,14
21175,1175,13
21176,1176,15
21177,1177,15
21178,1178,15
21179,1179,15
21180,1180,15
21181,1181,15
21182,1182,14
21183,1183,13
21184,1184,15
21185,1185,13
21186,1186,15
21187,1187,13
21188,1188,14
21189,1189,14
21190,1190,14
21191,1191,15
21192,1192,13
21193,1193,14
21194,1194,12
21195,1195,14
21196,1196,12
21197,1197,15
21198,1198,15
21199,1199,14
21200,1200,13
21201,1201,15
21202,1202,13
21203,1203,14
21204,1204,15
21205,1205,14
21206,1206,14
21207,1207,13
21208,1208,11
21209,1209,12
21210,1210,12
21211,1211,15
21212,1212,12
21213,1213,15
21214,1214,12
21215,1215,14
21216,1216,15
21217,1217,14
21218,1218,15
21219,1219,15
21220,1220,14
21221,1221,15
21222,1222,15
21223,1223,14
21224,1224,15
21225,1225,15
21226,1226,14
21227,1227,15
21228,1228,14
21229,1229,15
21230,1230,15
21231,1231,14
21232,1232,13
21233,1233,12
21234,1234,15
21235,1235,11
21236,1236,12
21237,1237,15
21238,1238,15
21239,1239,14
21240,1240,14
21241,1241,15
21242,1242,12
21243,1243,15
21244,1244,12
21245,1245,14
21246,1246,14
21247,1247,11
21248,1248,14
21249,1249,11
21250,1250,15
21251,1251,13
21252,1252,14
21253,1253,15
21254,1254,15
21255,1255,15
21256,1256,15
21257,1257,15
21258,1258,15
21259,1259,15
21260,1260,15
21261,1261,14
21262,1262,14
21263,1263,14
21264,1264,13
21265,1265,15
21266,1266,15
21267,1267,13
21268,1268,14
21269,1269,11
21270,1270,11
21271,1271,14
21272,1272,13
21273,1273,13
21274,1274,14
21275,1275,14
21276,1276,13
21277,1277,14
21278,1278,12
21279,1279,12
21280,1280,14
21281,1281,14
21282,1282,14
21283,1283,12
21284,1284,11
21285,1285,14
21286,1286,12
21287,1287,14
21288,1288,14
21289,1289,12
21290,1290,11
21291,1291,13
21292,1292,12
21293,1293,12
21294,1294,15
21295,1295,15
21296,1296,14
21297,1297,15
21298,1298,15
21299,1299,15
21300,1300,15
21301,1301,14
21302,1302,15
21303,1303,15
21304,1304,15
21305,1305,15
21306,1306,14
21307,1307,15
21308,1308,14
21309,1309,13
21310,1310,15
21311,1311,14
21312,1312,15
21313,1313,14
21314,1314,15
21315,1315,15
21316,1316,15
21317,1317,15
21318,1318,15
21319,1319,14
21320,1320,13
21321,1321,13
21322,1322,15
21323,1323,14
21324,1324,14
21325,1325,11
21326,1326,14
21327,1327,13
21328,1328,11
21329,1329,14
21330,1330,14
21331,1331,14
21332,1332,14
21333,1333,11
21334,1334,15
21335,1335,13
21336,1336,15
21337,1337,15
21338,1338,13
21339,1339,15
21340,1340,15
21341,1341,15
21342,1342,15
21343,1343,15
21344,1344,15
21345,1345,14
21346,1346,14
21347,1347,14
21348,1348,15
21349,1349,15
21350,1350,15
21351,1351,15
21352,1352,14
21353,1353,15
21354,1354,14
21355,1355,15
21356,1356,14
21357,1357,15
21358,1358,15
21359,1359,15
21360,1360,13
21361,1361,15
21362,1362,15
21363,1363,14
21364,1364,12
21365,1365,14
21366,1366,15
21367,1367,12
21368,1368,15
21369,1369,13
21370,1370,15
21371,1371,15
21372,1372,13
21373,1373,14
21374,1374,15
21375,1375,15
21376,1376,15
21377,1377,14
21378,1378,15
21379,1379,15
21380,1380,15
21381,1381,14
21382,1382,15
21383,1383,15
21384,1384,14
21385,1385,15
21386,1386,15
21387,1387,14
21388,1388,14
21389,1389,15
21390,1390,15
21391,1391,15
21392,1392,15
21393,1393,13
21394,1394,14
21395,1395,14
21396,1396,13
21397,1397,14
21398,1398,14
21399,1399,15
21400,1400,15
21401,1401,14
21402,1402,13
21403,1403,14
21404,1404,14
21405,1405,14
21406,1406,14
21407,1407,12
21408,1408,15
21409,1409,12
21410,1410,14
21411,1411,14
21412,1412,14
21413,1413,12
21414,1414,14
21415,1415,14
21416,1416,15
21417,1417,13
21418,1418,14
21419,1419,14
21420,1420,14
21421,1421,15
21422,1422,15
21423,1423,15
21424,1424,14
21425,1425,15
21426,1426,15
21427,1427,15
21428,1428,14
21429,1429,12
21430,1430,14
21431,1431,11
21432,1432,14
21433,1433,11
21434,1434,14
21435,1435,14
21436,1436,15
21437,1437,13
21438,1438,12
21439,1439,13
21440,1440,15
21441,1441,15
21442,1442,15
21443,1443,15
21444,1444,13
21445,1445,15
21446,1446,13
21447,1447,15
21448,1448,15
21449,1449,15
21450,1450,15
21451,1451,15
21452,1452,13
21453,1453,14
21454,1454,15
21455,1455,15
21456,1456,14
21457,1457,15
21458,1458,15
21459,1459,14
21460,1460,14
21461,1461,15
21462,1462,14
21463,1463,13
21464,1464,15
21465,1465,12
21466,1466,14
21467,1467,14
21468,1468,15
21469,1469,14
21470,1470,15
21471,1471,14
21472,1472,13
21473,1473,13
21474,1474,12
21475,1475,14
21476,1476,12
21477,1477,14
21478,1478,14
21479,1479,15
21480,1480,15
21481,1481,14
21482,1482,14
21483,1483,15
21484,1484,14
21485,1485,15
21486,1486,13
21487,1487,15
21488,1488,15
21489,1489,14
21490,1490,13
21491,1491,15
21492,1492,15
21493,1493,14
21494,1494,14
21495,1495,14
21496,1496,15
21497,1497,15
21498,1498,15
21499,1499,14
21500,1500,15
21501,1501,14
21502,1502,15
21503,1503,14
21504,1504,15
21505,1505,14
21506,1506,14
21507,1507,15
21508,1508,14
21509,1509,14
21510,1510,11
21511,1511,14
21512,1512,12
21513,1513,12
21514,1514,14
21515,1515,13
21516,1516,12
21517,1517,14
21518,1518,13
21519,1519,11
21520,1520,14
21521,1521,15
21522,1522,12
21523,1523,14
21524,1524,15
21525,1525,15
21526,1526,15
21527,1527,15
21528,1528,15
21529,1529,15
21530,1530,15
21531,1531,15
21532,1532,15
21533,1533,15
21534,1534,15
21535,1535,15
21536,1536,13
21537,1537,15
21538,1538,15
21539,1539,15
21540,1540,14
21541,1541,15
21969,1969,14
21970,1970,15
21971,1971,12
21972,1972,14
21973,1973,15
21974,1974,15
21975,1975,14
21976,1976,14
21977,1977,14
21978,1978,14
21979,1979,14
21980,1980,15
21981,1981,12
21982,1982,13
21983,1983,14
21984,1984,14
21985,1985,14
21986,1986,13
21987,1987,13
21988,1988,15
21989,1989,14
21990,1990,15
21991,1991,14
21992,1992,15
21993,1993,14
21994,1994,15
21995,1995,15
21996,1996,15
21997,1997,15
21998,1998,13
21999,1999,14
22000,2000,15
22001,2001,15
22002,2002,15
22003,2003,14
22004,2004,14
22005,2005,15
22006,2006,12
22007,2007,13
22008,2008,14
22009,2009,12
22010,2010,15
22011,2011,14
22012,2012,12
22013,2013,12
22014,2014,14
22015,2015,14
22016,2016,14
22017,2017,14
22018,2018,11
22019,2019,15
22020,2020,12
22021,2021,12
22022,2022,15
22023,2023,15
22024,2024,15
22025,2025,15
22026,2026,15
22027,2027,14
22028,2028,14
22029,2029,14
22030,2030,15
22031,2031,15
22032,2032,15
22033,2033,15
22034,2034,15
22035,2035,15
22036,2036,14
22037,2037,14
22038,2038,15
22039,2039,14
22040,2040,14
22041,2041,15
22042,2042,14
22043,2043,15
22044,2044,15
22045,2045,15
22046,2046,14
22047,2047,15
22048,2048,15
22049,2049,15
22050,2050,14
22051,2051,12
22052,2052,15
22053,2053,15
22054,2054,14
22055,2055,15
22056,2056,15
22057,2057,14
22058,2058,13
22059,2059,14
22060,2060,12
22061,2061,12
22062,2062,11
22063,2063,13
22064,2064,12
22065,2065,14
22066,2066,11
22067,2067,15
22068,2068,12
22069,2069,15
22070,2070,11
22071,2071,14
22072,2072,15
22073,2073,15
22074,2074,14
22075,2075,14
22076,2076,15
22077,2077,15
22078,2078,14
22079,2079,13
22080,2080,15
22081,2081,15
22082,2082,15
22083,2083,14
22084,2084,14
22085,2085,15
22086,2086,15
22087,2087,15
22088,2088,15
22089,2089,15
22090,2090,15
22091,2091,14
22092,2092,14
22093,2093,13
22094,2094,11
22095,2095,12
22096,2096,15
22097,2097,15
22098,2098,15
22099,2099,15
22100,2100,12
22101,2101,12
22102,2102,11
22103,2103,15
22104,2104,15
22105,2105,14
22106,2106,13
22107,2107,14
22108,2108,13
22109,2109,15
22110,2110,15
22111,2111,14
22112,2112,14
22113,2113,15
22114,2114,14
22115,2115,15
22116,2116,14
22117,2117,15
22118,2118,15
22119,2119,14
22120,2120,14
22121,2121,15
22122,2122,14
22123,2123,13
22124,2124,13
22125,2125,15
22126,2126,15
22127,2127,15
22128,2128,15
22129,2129,14
22130,2130,14
22131,2131,11
22132,2132,14
22133,2133,14
22134,2134,14
22135,2135,14
22136,2136,14
22137,2137,14
22138,2138,14
22139,2139,15
22140,2140,15
22141,2141,14
22142,2142,15
22143,2143,15
22144,2144,15
22145,2145,14
22146,2146,15
22147,2147,15
22148,2148,15
22149,2149,15
22150,2150,15
22151,2151,15
22152,2152,15
22153,2153,15
22154,2154,15
22155,2155,15
22156,2156,15
22157,2157,14
22158,2158,13
22159,2159,15
22160,2160,15
22161,2161,12
22162,2162,15
22163,2163,14
22164,2164,14
22165,2165,15
22166,2166,14
22167,2167,15
22168,2168,14
22169,2169,11
22170,2170,14
22171,2171,14
22172,2172,14
22173,2173,15
22174,2174,12
22175,2175,14
22176,2176,12
22177,2177,15
22178,2178,13
22179,2179,15
22180,2180,14
22181,2181,15
22182,2182,15
22183,2183,14
22184,2184,15
22185,2185,15
22186,2186,15
22187,2187,15
22188,2188,15
22189,2189,12
22190,2190,12
22191,2191,15
22192,2192,14
22193,2193,14
22194,2194,15
22195,2195,14
22196,2196,12
22197,2197,12
22198,2198,14
22199,2199,14
22200,2200,14
22201,2201,14
22202,2202,14
22203,2203,14
22204,2204,15
22205,2205,14
22206,2206,12
22207,2207,13
22208,2208,14
22209,2209,14
22210,2210,15
22211,2211,14
22212,2212,15
22213,2213,15
22214,2214,15
22215,2215,14
22216,2216,15
22217,2217,15
22218,2218,15
22219,2219,15
22220,2220,15
22221,2221,15
22222,2222,15
22223,2223,15
22224,2224,15
22225,2225,15
22226,2226,15
22227,2227,15
22228,2228,15
22229,2229,15
22230,2230,13
22231,2231,14
22232,2232,14
22233,2233,15
22234,2234,14
22235,2235,13
22236,2236,11
22237,2237,14
22238,2238,11
22239,2239,14
22240,2240,15
22241,2241,11
22242,2242,12
22243,2243,14
22244,2244,14
22245,2245,11
22246,2246,15
22247,2247,15
22248,2248,15
22249,2249,14
22250,2250,15
22251,2251,15
22252,2252,15
22253,2253,15
22254,2254,14
22255,2255,14
22256,2256,15
22257,2257,15
22258,2258,15
22259,2259,14
22260,2260,15
22261,2261,14
22262,2262,14
22263,2263,14
22264,2264,13
22265,2265,12
22266,2266,14
22267,2267,11
22268,2268,12
22269,2269,14
22270,2270,12
22271,2271,11
22272,2272,11
22273,2273,11
22274,2274,11
22275,2275,14
22276,2276,13
22277,2277,13
22278,2278,11
22279,2279,11
22280,2280,14
22281,2281,15
22282,2282,11
22283,2283,14
22284,2284,14
22285,2285,14
22286,2286,14
22287,2287,14
22288,2288,15
22289,2289,15
22290,2290,11
22291,2291,15
22292,2292,15
22293,2293,15
22294,2294,15
22295,2295,14
22296,2296,12
22297,2297,11
22298,2298,11
22299,2299,11
22300,2300,13
22301,2301,15
22302,2302,11
22303,2303,11
22304,2304,14
22305,2305,11
22306,2306,14
22307,2307,14
22308,2308,14
22309,2309,15
22310,2310,14
22311,2311,15
22312,2312,15
22313,2313,14
22314,2314,15
22315,2315,12
22316,2316,14
22317,2317,14
22318,2318,15
22319,2319,14
22320,2320,15
22321,2321,15
22322,2322,11
22323,2323,15
22324,2324,15
22325,2325,15
22326,2326,12
22327,2327,13
22328,2328,13
22329,2329,13
22330,2330,15
22331,2331,14
22332,2332,13
22333,2333,15
22334,2334,14
22335,2335,11
22336,2336,13
22337,2337,14
22338,2338,14
22339,2339,11
22340,2340,11
22341,2341,11
22342,2342,15
22343,2343,11
22344,2344,15
22345,2345,11
22346,2346,15
22347,2347,15
22348,2348,15
22349,2349,11
22350,2350,14
22351,2351,14
22352,2352,15
22353,2353,13
22354,2354,13
22355,2355,14
22356,2356,13
22357,2357,13
22358,2358,14
22359,2359,14
22360,2360,14
22361,2361,15
22362,2362,13
22363,2363,14
22364,2364,13
22365,2365,15
22366,2366,14
22367,2367,11
22368,2368,13
22369,2369,11
22370,2370,12
22371,2371,12
22372,2372,14
22373,2373,11
22374,2374,11
22375,2375,11
22376,2376,15
22377,2377,13
22378,2378,11
22379,2379,14
22380,2380,11
22381,2381,14
22382,2382,11
22383,2383,11
22384,2384,15
22385,2385,11
22386,2386,12
22387,2387,14
22388,2388,13
22389,2389,15
22390,2390,15
22391,2391,15
22392,2392,15
22393,2393,15
22394,2394,15
22395,2395,13
22396,2396,15
22397,2397,14
22398,2398,13
22399,2399,11
22400,2400,15
22401,2401,14
22402,2402,12
22403,2403,14
22404,2404,15
22405,2405,11
22406,2406,14
22407,2407,13
22408,2408,11
22409,2409,11
22410,2410,15
22411,2411,11
22412,2412,11
22413,2413,15
22414,2414,13
22415,2415,14
22416,2416,14
22417,2417,14
22418,2418,12
22419,2419,11
22420,2420,14
22421,2421,15
22422,2422,14
22423,2423,14
22424,2424,11
22425,2425,11
22426,2426,11
22427,2427,13
22428,2428,13
22429,2429,14
22430,2430,14
22431,2431,12
22432,2432,14
22433,2433,11
22434,2434,11
22435,2435,14
22436,2436,14
22437,2437,11
22438,2438,11
22439,2439,11
22440,2440,11
22441,2441,14
22442,2442,15
22443,2443,15
22444,2444,14
22445,2445,15
22446,2446,15
22447,2447,15
22448,2448,11
22449,2449,13
22450,2450,13
22451,2451,14
22452,2452,13
22453,2453,14
22454,2454,14
22455,2455,13
22456,2456,11
22457,2457,14
22458,2458,14
22459,2459,12
22460,2460,11
22461,2461,11
22462,2462,11
22463,2463,11
22464,2464,12
22465,2465,11
22466,2466,11
22467,2467,11
22468,2468,15
22469,2469,11
22470,2470,14
22471,2471,11
22472,2472,14
22473,2473,14
22474,2474,14
22475,2475,12
22476,2476,15
22477,2477,15
22478,2478,12
22479,2479,15
22480,2480,15
22481,2481,14
22482,2482,13
22483,2483,15
22484,2484,14
22485,2485,13
22486,2486,15
22487,2487,14
22488,2488,11
22489,2489,11
22490,2490,11
22491,2491,15
22492,2492,14
22493,2493,11
22494,2494,15
22495,2495,14
22496,2496,14
22497,2497,11
22498,2498,15
22499,2499,15
22500,2500,13
22501,2501,15
22502,2502,15
22503,2503,15
22504,2504,15
22505,2505,12
22506,2506,15
22507,2507,13
22508,2508,13
22509,2509,15
22510,2510,15
22511,2511,14
22512,2512,14
22513,2513,15
22514,2514,15
22515,2515,15
22516,2516,15
22517,2517,15
22518,2518,15
22519,2519,13
22520,2520,11
22521,2521,11
22522,2522,13
22523,2523,11
22524,2524,15
22525,2525,12
22526,2526,11
22527,2527,11
22528,2528,11
22529,2529,14
22530,2530,13
22531,2531,14
22532,2532,14
22533,2533,11
22534,2534,11
22535,2535,13
22536,2536,15
22537,2537,11
22538,2538,14
22539,2539,15
22540,2540,14
22541,2541,15
22542,2542,14
22543,2543,14
22544,2544,14
22545,2545,14
22546,2546,13
22547,2547,15
22548,2548,13
22549,2549,11
22550,2550,15
22551,2551,14
22552,2552,15
22553,2553,14
22554,2554,13
22555,2555,12
22556,2556,14
22557,2557,11
22558,2558,11
22559,2559,11
22560,2560,12
22561,2561,11
22562,2562,11
22563,2563,11
22564,2564,13
22565,2565,11
22566,2566,11
22567,2567,14
22568,2568,14
22569,2569,13
22570,2570,15
22571,2571,15
22572,2572,13
22573,2573,13
22574,2574,13
22575,2575,15
22576,2576,14
22577,2577,13
22578,2578,12
22579,2579,14
22580,2580,15
22581,2581,14
22582,2582,15
22583,2583,15
22584,2584,12
22585,2585,11
22586,2586,15
22587,2587,15
22588,2588,14
22589,2589,11
22590,2590,13
22591,2591,15
22592,2592,11
22593,2593,12
22594,2594,14
22595,2595,11
22596,2596,11
22597,2597,12
22598,2598,15
22599,2599,15
22600,2600,11
22601,2601,11
22602,2602,13
22603,2603,15
22604,2604,14
22605,2605,15
22606,2606,15
22607,2607,15
22608,2608,14
22609,2609,15
22610,2610,15
22611,2611,15
22612,2612,14
22613,2613,12
22614,2614,14
22615,2615,15
22616,2616,15
22617,2617,12
22618,2618,13
22619,2619,14
22620,2620,13
22621,2621,15
22622,2622,14
22623,2623,11
22624,2624,11
22625,2625,15
22626,2626,14
22627,2627,11
22628,2628,14
22629,2629,11
22630,2630,14
22631,2631,14
22632,2632,11
22633,2633,11
22634,2634,14
22635,2635,12
22636,2636,11
22637,2637,12
22638,2638,11
22639,2639,15
22640,2640,13
22641,2641,15
22642,2642,15
22643,2643,14
22644,2644,13
22645,2645,15
22646,2646,14
22647,2647,15
22648,2648,14
22649,2649,14
22650,2650,11
22651,2651,13
22652,2652,11
22653,2653,11
22654,2654,13
22655,2655,14
22656,2656,12
22657,2657,12
22658,2658,15
22659,2659,14
22660,2660,13
22661,2661,12
22662,2662,11
22663,2663,12
22664,2664,13
22665,2665,14
22666,2666,11
22667,2667,11
22668,2668,12
22669,2669,15
22670,2670,15
22671,2671,15
22672,2672,15
22673,2673,12
22674,2674,14
22675,2675,15
22676,2676,15
22677,2677,15
22678,2678,13
22679,2679,14
22680,2680,15
22681,2681,15
22682,2682,12
22683,2683,11
22684,2684,13
22685,2685,11
22686,2686,13
22687,2687,15
22688,2688,13
22689,2689,13
22690,2690,11
22691,2691,11
22692,2692,11
22693,2693,11
22694,2694,15
22695,2695,13
22696,2696,12
22697,2697,11
22698,2698,15
22699,2699,11
22700,2700,12
22701,2701,12
22702,2702,11
22703,2703,15
22704,2704,13
22705,2705,14
22706,2706,15
22707,2707,11
22708,2708,15
22709,2709,15
22710,2710,13
22711,2711,13
22712,2712,14
22713,2713,11
22714,2714,15
22715,2715,15
22716,2716,14
22717,2717,15
22718,2718,15
22719,2719,14
22720,2720,15
22721,2721,14
22722,2722,15
22723,2723,11
22724,2724,15
22725,2725,14
22726,2726,15
22727,2727,13
22728,2728,11
22729,2729,12
22730,2730,11
22731,2731,12
22732,2732,11
22733,2733,12
22734,2734,11
22735,2735,13
22736,2736,11
22737,2737,14
22738,2738,12
22739,2739,15
22740,2740,14
22741,2741,14
22742,2742,13
22743,2743,12
22744,2744,13
22745,2745,14
22746,2746,15
22747,2747,13
22748,2748,15
22749,2749,15
22750,2750,15
22751,2751,12
22752,2752,13
22753,2753,11
22754,2754,12
22755,2755,15
22756,2756,14
22757,2757,14
22758,2758,14
22759,2759,11
22760,2760,14
22761,2761,14
22762,2762,11
22763,2763,12
22764,2764,14
22765,2765,14
22766,2766,12
22767,2767,11
22768,2768,13
22769,2769,12
22770,2770,11
22771,2771,11
22772,2772,11
22773,2773,12
22774,2774,11
22775,2775,11
22776,2776,11
22777,2777,11
22778,2778,15
22779,2779,15
22780,2780,15
22781,2781,14
22782,2782,13
22783,2783,14
22784,2784,12
22785,2785,11
22786,2786,15
22787,2787,15
22788,2788,13
22789,2789,14
22790,2790,11
22791,2791,13
22792,2792,14
22793,2793,14
22794,2794,14
22795,2795,11
22796,2796,14
22797,2797,11
22798,2798,11
22799,2799,11
22800,2800,11
22801,2801,14
22802,2802,15
22803,2803,13
22804,2804,15
22805,2805,15
22806,2806,13
22807,2807,14
22808,2808,13
22809,2809,13
22810,2810,12
22811,2811,15
22812,2812,15
22813,2813,15
22814,2814,15
22815,2815,15
22816,2816,15
22817,2817,14
22818,2818,12
22819,2819,13
22820,2820,15
22821,2821,15
22822,2822,14
22823,2823,11
22824,2824,13
22825,2825,15
22826,2826,15
22827,2827,14
22828,2828,14
22829,2829,13
22830,2830,14
22831,2831,14
22832,2832,11
22833,2833,11
22834,2834,11
22835,2835,11
22836,2836,11
22837,2837,11
22838,2838,11
22839,2839,11
22840,2840,11
22841,2841,13
22842,2842,14
22843,2843,14
22844,2844,13
22845,2845,12
22846,2846,13
22847,2847,15
22848,2848,15
22849,2849,14
22850,2850,14
22851,2851,13
22852,2852,13
22853,2853,14
22854,2854,15
22855,2855,13
22856,2856,13
22857,2857,11
22858,2858,12
22859,2859,15
22860,2860,13
22861,2861,13
22862,2862,12
22863,2863,11
22864,2864,15
22865,2865,11
22866,2866,15
22867,2867,11
22868,2868,12
22869,2869,12
22870,2870,11
22871,2871,11
22872,2872,15
22873,2873,11
22874,2874,13
22875,2875,13
22876,2876,15
22877,2877,13
22878,2878,12
22879,2879,15
22880,2880,13
22881,2881,13
22882,2882,13
22883,2883,13
22884,2884,11
22885,2885,15
22886,2886,13
22887,2887,15
22888,2888,15
22889,2889,15
22890,2890,15
22891,2891,14
22892,2892,11
22893,2893,11
22894,2894,11
22895,2895,11
22896,2896,14
22897,2897,15
22898,2898,14
22899,2899,15
22900,2900,13
22901,2901,11
22902,2902,11
22903,2903,11
22904,2904,11
22905,2905,14
22906,2906,11
22907,2907,11
22908,2908,11
22909,2909,11
22910,2910,11
22911,2911,11
22912,2912,14
22913,2913,15
22914,2914,14
22915,2915,14
22916,2916,11
22917,2917,14
22918,2918,15
22919,2919,15
22920,2920,15
22921,2921,13
22922,2922,14
22923,2923,13
22924,2924,12
22925,2925,14
22926,2926,14
22927,2927,14
22928,2928,14
22929,2929,14
22930,2930,15
22931,2931,14
22932,2932,15
22933,2933,13
22934,2934,15
22935,2935,15
22936,2936,11
22937,2937,14
22938,2938,15
22939,2939,15
22940,2940,14
22941,2941,11
22942,2942,12
22943,2943,11
22944,2944,14
22945,2945,15
22946,2946,14
22947,2947,11
22948,2948,11
22949,2949,14
22950,2950,14
22951,2951,15
22952,2952,11
22953,2953,14
22954,2954,11
22955,2955,15
22956,2956,11
22957,2957,15
22958,2958,15
22959,2959,13
22960,2960,11
22961,2961,15
22962,2962,14
22963,2963,14
22964,2964,14
22965,2965,13
22966,2966,11
22967,2967,14
22968,2968,15
22969,2969,14
22970,2970,14
22971,2971,14
22972,2972,15
22973,2973,13
22974,2974,15
22975,2975,14
22976,2976,11
22977,2977,11
22978,2978,11
22979,2979,13
22980,2980,11
22981,2981,13
22982,2982,12
22983,2983,11
22984,2984,12
22985,2985,11
22986,2986,11
22987,2987,14
22988,2988,14
22989,2989,11
22990,2990,11
22991,2991,13
22992,2992,15
22993,2993,14
22994,2994,14
22995,2995,14
22996,2996,14
22997,2997,15
22998,2998,12
22999,2999,15
23000,3000,15
23001,3001,15
23002,3002,13
23003,3003,15
23004,3004,14
23005,3005,15
23006,3006,14
23007,3007,15
23008,3008,11
23009,3009,14
23010,3010,11
23011,3011,11
23012,3012,14
23013,3013,15
23014,3014,11
23015,3015,15
23016,3016,15
23017,3017,15
23018,3018,12
23019,3019,15
23020,3020,14
23021,3021,13
23022,3022,14
23023,3023,15
23024,3024,14
23025,3025,13
23026,3026,14
23027,3027,15
23028,3028,13
23029,3029,13
23030,3030,13
23031,3031,15
23032,3032,15
23033,3033,13
23034,3034,14
23035,3035,11
23036,3036,15
23037,3037,12
23038,3038,14
23039,3039,14
23040,3040,11
23041,3041,13
23042,3042,13
23043,3043,15
23044,3044,14
23045,3045,11
23046,3046,11
23047,3047,14
23048,3048,12
23049,3049,14
23050,3050,11
23051,3051,13
23052,3052,14
23053,3053,14
23054,3054,14
23055,3055,13
23056,3056,14
23057,3057,15
23058,3058,12
23059,3059,15
23060,3060,13
23061,3061,15
23062,3062,11
23063,3063,14
23064,3064,14
23065,3065,15
23066,3066,14
23067,3067,15
23068,3068,13
23069,3069,14
23070,3070,15
23071,3071,14
23072,3072,15
23073,3073,14
23074,3074,14
23075,3075,14
23076,3076,11
23077,3077,11
23078,3078,13
23079,3079,15
23080,3080,14
23081,3081,14
23082,3082,13
23083,3083,14
23084,3084,15
23085,3085,14
23086,3086,11
23087,3087,15
23088,3088,11
23089,3089,13
23090,3090,12
23091,3091,11
23092,3092,11
23093,3093,15
23094,3094,11
23095,3095,14
23096,3096,11
23097,3097,11
23098,3098,15
23099,3099,12
23100,3100,14
23101,3101,15
23102,3102,13
23103,3103,15
23104,3104,15
